OEM,Model,Segment,Month,Year,NoOfSales,EngineCapacity,Mileage,Model Price,Dealer location,Region
Royal Enfield,Classic,Performance,Jun,2021,17377,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,performance,Jun,2021,3137,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,performance,Jun,2021,5317,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Jun,2021,8770,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Jun,2021,684,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Jun,2021,530,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,May,2022,29959,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,May,2022,3769,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,May,2022,6958,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,May,2022,8209,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,May,2022,3273,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,May,2022,1357,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,May,2021,9239,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,May,2021,2112,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,May,2021,4557,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,May,2021,3375,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,May,2021,463,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,May,2021,327,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Apr,2022,32575,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Apr,2022,3918,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Apr,2022,7513,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Apr,2022,4617,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Apr,2022,3070,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Apr,2022,2159,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Apr,2021,23298,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Apr,2021,3631,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Apr,2021,9908,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Apr,2021,7844,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Apr,2021,2815,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Apr,2021,1293,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Mar,2022,32694,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Mar,2022,4460,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Mar,2022,8283,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Mar,2022,6589,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Mar,2022,5225,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Mar,2022,1226,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Mar,2021,31694,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Mar,2021,4914,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Mar,2021,9693,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Mar,2021,10596,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Mar,2021,2898,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Mar,2021,378,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Feb,2022,30082,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Feb,2022,3426,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Feb,2022,6432,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Feb,2022,6749,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Feb,2022,2977,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Feb,2022,2469,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Feb,2021,36025,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Feb,2021,6477,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Feb,2021,11044,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Feb,2021,8624,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Feb,2021,2660,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Feb,2021,284,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Jan,2022,26775,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Jan,2022,2651,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Jan,2022,7354,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Jan,2022,8460,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Jan,2022,3248,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Jan,2022,1238,650,25-30,"3,15,660 - 3,30,000",Pune,West
Royal Enfield,Classic,Performance,Jan,2021,40872,350,35-40,"1,86,319 - 2,23,789",Pune,West
Royal Enfield,Bullet Electra,Performance,Jan,2021,5431,350,35-40,"1,43,258 - 1,47,497",Pune,West
Royal Enfield,Bullet,Performance,Jan,2021,11570,350,35-40,"1,56,800 - 1,85,800",Pune,West
Royal Enfield,Meteor,Performance,Jan,2021,5073,350,30-35,"1,99,339 - 2,23,408",Pune,West
Royal Enfield,Himalayan,Performance,Jan,2021,34,400,30-35,"2,09,784 - 2,23,256",Pune,West
Royal Enfield,650 Twin,Performance,Jan,2021,1392,650,25-30,"3,15,660 - 3,30,000",Pune,West
Honda,Activa,Scooter,Dec,2022,96451,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Dec,2022,20615,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Dec,2022,976,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Dec,2022,3303,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Dec,2022,4587,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Dec,2022,87760,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Dec,2022,0,149.2,60,97356,Pune,West
Honda,CB UNICORN,Motorcycle,Dec,2022,17335,162.7,50,"1,03,550 - 1,07,926",Pune,West
Honda,CB 200X,Motorcycle,Dec,2022,0,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Dec,2022,0,471,30,619107,Pune,West
Honda,Horness,Performance,Dec,2022,1022,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Dec,2022,681,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Dec,2022,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Dec,2022,373,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Dec,2022,48,286.01,30,253900,Pune,West
Honda,CBR 650F,performance,Dec,2022,0,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Dec,2022,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,Performance,Dec,2022,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,Performance,Dec,2022,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Dec,2021,104417,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Dec,2021,8637,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Dec,2021,3610,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Dec,2021,2180,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Dec,2021,2116,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Dec,2021,68061,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Dec,2021,0,149.2,60,97356,Pune,West
Honda,CB UNICORN,Motorcycle,Dec,2021,19321,162.7,50,"1,03,550 - 1,07,926",Pune,West
Honda,CB 200X,Motorcycle,Dec,2021,919,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Dec,2021,1,471,30,619107,Pune,West
Honda,Horness,Performance,Dec,2021,1364,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Dec,2021,0,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Dec,2021,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Dec,2021,0,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Dec,2021,10,286.01,30,253900,Pune,West
Honda,CBR 650F,performance,Dec,2021,0,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Dec,2021,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,Performance,Dec,2021,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,Performance,Dec,2021,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Nov,2022,175084,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Nov,2022,16102,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Nov,2022,2579,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Nov,2022,4613,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Nov,2022,6089,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Nov,2022,114965,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Nov,2022,28729,149.2,60,97356,Pune,West
Honda,CB UNICORN,Motorcycle,Nov,2022,0,162.7,50,"1,03,550 - 1,07,926",Pune,West
Honda,CB 200X,Motorcycle,Nov,2022,93,184.4,35,147903,Pune,West
Honda,CB 500,performance,Nov,2022,0,471,30,619107,Pune,West
Honda,Horness,performance,Nov,2022,2032,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Nov,2022,1655,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Nov,2022,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Nov,2022,1233,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Nov,2022,0,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Nov,2022,11,649,20,888045,Pune,West
Honda,CB IOOOR,performance,Nov,2022,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,performance,Nov,2022,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,performance,Nov,2022,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Nov,2021,124082,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Nov,2021,8522,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Nov,2021,5448,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Nov,2021,7956,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Nov,2021,7416,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Nov,2021,83622,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Nov,2021,0,149.2,60,97356,Pune,West
Honda,CB UNICORN,Motorcycle,Nov,2021,15555,162.7,50,"1,03,550 - 1,07,926",Pune,West
Honda,CB 200X,Motorcycle,Nov,2021,1247,184.4,35,147903,Pune,West
Honda,CB 500,performance,Nov,2021,1,471,30,619107,Pune,West
Honda,Horness,performance,Nov,2021,2322,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Nov,2021,0,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Nov,2021,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Nov,2021,0,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Nov,2021,0,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Nov,2021,0,649,20,888045,Pune,West
Honda,CB IOOOR,performance,Nov,2021,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,performance,Nov,2021,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,performance,Nov,2021,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Oct,2022,210623,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Oct,2022,24134,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Oct,2022,4841,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Oct,2022,8622,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Oct,2022,6722,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Oct,2022,130916,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Oct,2022,31986,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Oct,2022,166,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Oct,2022,0,471,30,619107,Pune,West
Honda,Horness,performance,Oct,2022,4491,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Oct,2022,1320,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Oct,2022,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Oct,2022,1435,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Oct,2022,681,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Oct,2022,47,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Oct,2022,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,performance,Oct,2022,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,performance,Oct,2022,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Oct,2021,196699,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Oct,2021,25641,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Oct,2021,8321,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Oct,2021,22407,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Oct,2021,13075,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Oct,2021,113554,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Oct,2021,7077,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Oct,2021,693,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Oct,2021,0,471,30,619107,Pune,West
Honda,Horness,performance,Oct,2021,7152,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Oct,2021,0,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Oct,2021,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Oct,2021,0,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Oct,2021,0,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Oct,2021,13,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Oct,2021,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,performance,Oct,2021,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,performance,Oct,2021,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Sep,2022,245607,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Sep,2022,29994,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Sep,2022,3801,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Sep,2022,12479,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Sep,2022,9570,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Sep,2022,145193,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Sep,2022,36161,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Sep,2022,36,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Sep,2022,0,471,30,619107,Pune,West
Honda,Horness,Performance,Sep,2022,3980,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Sep,2022,690,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Sep,2022,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Sep,2022,556,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Sep,2022,505,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Sep,2022,48,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Sep,2022,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,Performance,Sep,2022,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,Performance,Sep,2022,2,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Sep,2021,245352,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Sep,2021,34557,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Sep,2021,9065,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Sep,2021,15210,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Sep,2021,11213,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Sep,2021,142386,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Sep,2021,0,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Sep,2021,1387,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Sep,2021,9,471,30,619107,Pune,West
Honda,Horness,Performance,Sep,2021,2995,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Sep,2021,75,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Sep,2021,1390,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Sep,2021,3,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Sep,2021,0,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Sep,2021,29,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Sep,2021,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,Performance,Sep,2021,10,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,Performance,Sep,2021,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Aug,2022,221143,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Aug,2022,29714,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Aug,2022,0,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Aug,2022,9777,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Aug,2022,11044,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Aug,2022,120139,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Aug,2022,25051,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Aug,2022,404,184.4,35,147903,Pune,West
Honda,CB 500,performance,Aug,2022,0,471,30,619107,Pune,West
Honda,Horness,performance,Aug,2022,3714,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Aug,2022,1010,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Aug,2022,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Aug,2022,939,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Aug,2022,3,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Aug,2022,33,649,20,888045,Pune,West
Honda,CB IOOOR,performance,Aug,2022,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,performance,Aug,2022,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,Performance,Aug,2022,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Aug,2021,204659,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Aug,2021,26897,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Aug,2021,8618,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Aug,2021,11743,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Aug,2021,12399,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Aug,2021,129926,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Aug,2021,0,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Aug,2021,0,184.4,35,147903,Pune,West
Honda,CB 500,performance,Aug,2021,6,471,30,619107,Pune,West
Honda,Horness,performance,Aug,2021,1047,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Aug,2021,414,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Aug,2021,5679,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Aug,2021,44,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Aug,2021,0,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Aug,2021,37,649,20,888045,Pune,West
Honda,CB IOOOR,performance,Aug,2021,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,performance,Aug,2021,10,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,Performance,Aug,2021,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Jul,2022,213807,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Jul,2022,36229,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Jul,2022,0,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Jul,2022,12492,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Jul,2022,8415,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Jul,2022,114663,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Jul,2022,11203,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Jul,2022,0,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Jul,2022,0,471,30,619107,Pune,West
Honda,Horness,Performance,Jul,2022,2827,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Jul,2022,1240,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Jul,2022,0,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Jul,2022,1251,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Jul,2022,213,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Jul,2022,4,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Jul,2022,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,Performance,Jul,2022,0,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,performance,Jul,2022,0,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Jul,2021,162956,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Jul,2021,20604,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Jul,2021,4175,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Jul,2021,5564,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Jul,2021,5608,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Jul,2021,116128,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Jul,2021,0,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Jul,2021,0,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Jul,2021,7,471,30,619107,Pune,West
Honda,Horness,Performance,Jul,2021,2285,349,30,"1,95,089 - 2,33,855",Pune,West
Honda,HORNET 2.0,Motorcycle,Jul,2021,352,184.4,45,"1,32,032 - 1,38,485",Pune,West
Honda,CB Unicorn,Motorcycle,Jul,2021,21735,162.7,60,101700,Pune,West
Honda,X Blade,Motorcycle,Jul,2021,958,162.7,50,"1,08,443 - 1,14,402",Pune,West
Honda,CB300R,Motorcycle,Jul,2021,0,286.01,30,253900,Pune,West
Honda,CBR 650F,Performance,Jul,2021,3,649,20,888045,Pune,West
Honda,CB IOOOR,Performance,Jul,2021,0,999.11,18,1496883,Pune,West
Honda,AFRICA TWIN,Performance,Jul,2021,10,1084,17,"16,14,221 - 17,50,721",Pune,West
Honda,GL1800,performance,Jul,2021,11,1833,17,2776512,Pune,West
Honda,Activa,Scooter,Jun,2022,184305,109.51,60,"68,997 - 76,357",Pune,West
Honda,Dio,Scooter,Jun,2022,26450,109.51,55,"64,241 - 68,997",Pune,West
Honda,GRAZIA,Scooter,Jun,2022,131,124,55,"76,823 - 83,391",Pune,West
Honda,Dream,Motorcycle,Jun,2022,11625,109.51,74,"50,834 - 55,324",Pune,West
Honda,Livo,Motorcycle,Jun,2022,1814,109.51,74,"58,815 - 62,964",Pune,West
Honda,CB Shine,Motorcycle,Jun,2022,125947,124,65,"73,997 - 79,211",Pune,West
Honda,CB UNICORN,Motorcycle,Jun,2022,79,149.2,60,97356,Pune,West
Honda,CB 200X,Motorcycle,Jun,2022,168,184.4,35,147903,Pune,West
Honda,CB 500,Performance,Jun,2022,0,471,30,619107,Pune,West
Honda,Horness,Performance,Jun,2022,2120,349,30,"1,95,089 - 2,33,855",Pune,West
